id,audio_path,label,speaker,show,utterance
1_1549,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1549.wav,1,HOWARD,BBT,On a dusty highway just outside Bakersfield. Where do you think? On Mars!
1_1560,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1560.wav,1,SHELDON,BBT,How nice. Maybe they can carpool when they visit you in federal prison.
1_1627,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1627.wav,0,PERSON,BBT,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!"
1_1638,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1638.wav,1,LEONARD,BBT,The blunt instrument that will be the focus of my murder trial?
1_1666,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1666.wav,0,LEONARD,BBT,Would it work if I just punched you in the face?
1_1678,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1678.wav,0,RAJ,BBT,Answering the question once and for all why Wolowitz bailed out of medical school.
1_1722,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1722.wav,0,SHELDON,BBT,My aunt Marion gave them to me for my 12th birthday.
1_1732,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1732.wav,1,PERSON,BBT,You were right. Your larynx is terribly inflamed. I've never seen anything like it.
1_1772,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1772.wav,1,HOWARD,BBT,"""Dave."" Sounds like Leonard's got a new BFF."
1_1798,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1798.wav,1,RAJ,BBT,"If you don't like this stuff, let's go next door and build her a bear."
1_1803,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1803.wav,1,LEONARD,BBT,"- Maybe I heard you wrong. A lot of words sound like ""yoga."""
1_1931,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1931.wav,1,LEONARD,BBT,Why don't you just lie down on the floor and swim there?
1_1973,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1973.wav,1,PENNY,BBT,I hope I'm a waitress at the Cheesecake Factory for my whole life.
1_1987,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1987.wav,1,PENNY,BBT,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience."
1_2075,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2075.wav,0,LEONARD,BBT,There's no hurry. Tell them more about their secret love for each other.
1_2119,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2119.wav,1,PERSON,BBT,"Kind of makes you feel more alive, doesn't it?"
1_2198,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2198.wav,1,SHELDON,BBT,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation."
1_2216,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2216.wav,0,LEONARD,BBT,"Excuse me, but what about me? Why don't I get a shot?"
1_2354,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2354.wav,1,SHELDON,BBT,"So? Do cocaine smugglers write ""cocaine"" on the box?"
1_2361,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2361.wav,0,LEONARD,BBT,Thank you so much for giving me the opportunity to help.
1_2420,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2420.wav,0,LEONARD,BBT,You know this can go on all night. Why don't you just come with us?
1_2423,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2423.wav,0,SHELDON,BBT,Provided he has already read and is familiar with the reestablishment of the DC multiverse.
1_2464,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2464.wav,1,PENNY,BBT,"You think ""coffee,"" means coffee. That is so sweet."
1_2575,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2575.wav,0,SHELDON,BBT,"You don't really believe in that superstition, do you?"
1_2580,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2580.wav,1,HOWARD,BBT,"Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?"
1_2614,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2614.wav,1,LEONARD,BBT,Hardly a day goes by when I don't think about it.
1_2616,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2616.wav,1,LEONARD,BBT,"Sure, maybe a tableau of me trying to pummel you to death."
1_2664,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2664.wav,0,LEONARD,BBT,"Terrific, it's just that... I don't think Penny wants me to go."
1_2669,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2669.wav,0,LEONARD,BBT,What did you mean when you said you were going to miss me?
1_2778,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2778.wav,1,RAJ,BBT,"Ooh, big talk from a man who was once treed by a chicken."
1_2792,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2792.wav,0,PENNY,BBT,"No, I mean, we can always go back to being friends."
1_2797,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2797.wav,1,SHELDON,BBT,It's an iCal download. She can put it right in her phone.
1_2819,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2819.wav,1,SHELDON,BBT,"You know, I've always wanted to go to a Goth nightclub."
1_2830,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2830.wav,0,RAJ,BBT,"No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now."
1_2837,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2837.wav,0,LEONARD,BBT,"- Chocolate? - No, I don't want any chocolate!"
1_2842,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2842.wav,0,HOWARD,BBT,"Oh, you know, Goth stuff. Goth magazines, Goth music."
1_2853,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2853.wav,1,SHELDON,BBT,"Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning."
1_3064,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3064.wav,1,SHELDON,BBT,When I have enough to destroy all the human toast on the Battlestar known as Galactica.
1_3069,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3069.wav,0,SHELDON,BBT,Seems like an awful lot of trouble to go through for intercourse.
1_3125,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3125.wav,1,HOWARD,BBT,"But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one."
1_3177,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3177.wav,0,RAJ,BBT,"Not a great movie, but look at that beautiful desert."
1_3204,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3204.wav,0,RAJ,BBT,Right. That was so good! Sweety and meaty at the same time.
1_3256,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3256.wav,1,PERSON,BBT,"I'm sorry, fiddling with yourself in the bathtub is a real class act."
1_3259,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3259.wav,1,PERSON,BBT,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you."
1_3287,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3287.wav,1,SHELDON,BBT,"Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?"
1_3293,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3293.wav,1,SHELDON,BBT,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.
1_3333,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3333.wav,0,HOWARD,BBT,"Okay, I got a bone to pick with you."
1_3348,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3348.wav,0,BERNADETTE,BBT,"Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on."
1_3371,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3371.wav,0,PERSON,BBT,"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery."
1_3419,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3419.wav,1,PENNY,BBT,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car."
1_3476,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3476.wav,0,LEONARD,BBT,Don't you think looking for a new city to live in is a bit of an overreaction?
1_3545,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3545.wav,1,HOWARD,BBT,"I understand your point, but given a choice, Jews always go with Chinese food."
1_3573,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3573.wav,1,PENNY,BBT,"Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords."
1_3599,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3599.wav,0,HOWARD,BBT,Why don't you keep that stuff in the bathroom?
1_3649,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3649.wav,0,PENNY,BBT,"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house."
1_3660,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3660.wav,1,PENNY,BBT,There a new girlfriend in there? 'Cause you might need one.
1_3707,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3707.wav,1,LEONARD,BBT,"Oh, I'm so glad you asked it like that. You."
1_3766,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3766.wav,1,LEONARD,BBT,Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?
1_3837,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3837.wav,0,SHELDON,BBT,"Excuse me, I'm thirsty, so I'm going to go to the refrigerator and get myself a refreshing beverage."
1_3840,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3840.wav,0,SHELDON,BBT,"I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye."
1_3842,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3842.wav,0,HOWARD,BBT,"So what, you're just gonna walk up and down the stairs?"
1_3911,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3911.wav,0,PERSON,BBT,"That's very thoughtful, but I think I'll finish my coffee first."
1_4031,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4031.wav,1,SHELDON,BBT,"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'."
1_4145,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4145.wav,1,LEONARD,BBT,A lot of people are working on that research. So what is all this?
1_4281,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4281.wav,0,HOWARD,BBT,It was the kind of thing that makes it kind of hard to face her now.
1_4286,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4286.wav,0,SHELDON,BBT,"All right, all right. He can buy his own desk."
1_4290,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4290.wav,0,HOWARD,BBT,I just have a question. Does Bernadette ever talk about me?
1_4352,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4352.wav,0,SHELDON,BBT,He does it all the time. He's a cornucopia of social awkwardness.
1_4477,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4477.wav,0,PERSON,BBT,I just want to ask you a few questions about Howard Wolowitz.
1_4544,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4544.wav,0,AMY,BBT,"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night."
1_4552,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4552.wav,0,AMY,BBT,"...so anyway, to make a long story short, turns out I have an unusually firm cervix."
1_4576,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4576.wav,0,AMY,BBT,"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks."
1_4603,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4603.wav,0,HOWARD,BBT,Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.
1_4639,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4639.wav,0,PERSON,BBT,"Well, I'm just glad you finally found yourself a keeper."
1_4743,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4743.wav,1,HOWARD,BBT,"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?"
1_4760,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4760.wav,1,SHELDON,BBT,"In the bedrooms of ten-year- old girls, where they belong."
1_4789,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4789.wav,1,PERSON,BBT,"I don't know. Somebody bigger and... Yeah, sure. Why not you?"
1_4792,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4792.wav,0,SHELDON,BBT,"Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes."
1_4850,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4850.wav,0,SHELDON,BBT,I understand. Your loyalty is admirable. But what if I were to up the ante?
1_4949,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4949.wav,0,RAJ,BBT,"Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass."
1_4967,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4967.wav,1,LEONARD,BBT,We might be starting to zero in on your problem.
1_4995,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_4995.wav,1,SHELDON,BBT,"Hey, you taught me something. Who would have thought it?"
1_5058,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5058.wav,1,SHELDON,BBT,"An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?"
1_5109,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5109.wav,0,RAJ,BBT,"Yeah, but you were just sleeping, because I forboded you to have sex."
1_5134,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5134.wav,1,PENNY,BBT,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn."
1_5156,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5156.wav,1,HOWARD,BBT,"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?"
1_5166,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5166.wav,1,PENNY,BBT,"Yeah, it's a great time to be alive, isn't it?"
1_5169,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5169.wav,0,AMY,BBT,I'm not saying that you're not fun. You're the most fun person I know.
1_5211,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5211.wav,1,AMY,BBT,"Saying that while holding a snowflake is a bit heavy-handed, don't you think?"
1_5212,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5212.wav,0,PERSON3,BBT,"I'm sorry, Sheldon bought a loom and learned how to weave?"
1_5496,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5496.wav,1,PENNY,BBT,"Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple."
1_5571,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5571.wav,1,SHELDON,BBT,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint."
1_5572,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5572.wav,1,SHELDON,BBT,"He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone."
1_5580,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5580.wav,1,HOWARD,BBT,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons."
1_5581,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5581.wav,0,SHELDON,BBT,I gargled with tequila and may have swallowed a teeny bit.
1_5617,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5617.wav,1,SHELDON,BBT,is an event that's like a heart attack.
1_5627,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5627.wav,1,RAJ,BBT,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you."
1_5679,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5679.wav,1,SHELDON,BBT,"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it."
1_5699,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5699.wav,1,SHELDON,BBT,"Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear."
1_5751,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5751.wav,0,BERNADETTE,BBT,Of course you do. You're a cutie pie! Any girl would be lucky to have you!
1_5758,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_5758.wav,1,AMY,BBT,"Oh, I could so see you being the face of hemorrhoids."
