id,audio_path,label,speaker,show,utterance,embedding_path
1_537,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_537.wav,1,PENNY,BBT,"Oh, you know, that is so weird that yours came and mine didn't.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_537.npy
1_672,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_672.wav,0,SHELDON,BBT,Do you think Penny will come here and take care of us?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_672.npy
1_971,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_971.wav,1,HOWARD,BBT,"- Now?! - No, after my tongue has swollen to the size of a brisket!",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_971.npy
1_1001,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1001.wav,0,RAJ,BBT,"What else? Sell it on eBay as ""slightly used.""",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1001.npy
1_1003,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1003.wav,1,HOWARD,BBT,"Good idea, sit with her. Hold her, comfort her. And if the moment feels right, see if you can cop a feel.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1003.npy
1_1144,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1144.wav,1,SHELDON,BBT,"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two.""",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1144.npy
1_1180,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1180.wav,1,SHELDON,BBT,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1180.npy
1_1185,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1185.wav,0,LEONARD,BBT,I think tonight was a very good start.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1185.npy
1_1189,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1189.wav,0,SHELDON,BBT,"I'm sorry, I am not going back to the Renaissance fair.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1189.npy
1_1262,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1262.wav,0,SHELDON,BBT,You were very clear. As was everyone else at the table.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1262.npy
1_1296,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1296.wav,1,HOWARD,BBT,"They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1296.npy
1_1466,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1466.wav,1,SHELDON,BBT,"Maybe when I publish it, I'll include an inhaler.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1466.npy
1_1470,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1470.wav,0,PENNY,BBT,I don't know. It just died. I'm getting a bunch of static.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1470.npy
1_1478,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1478.wav,1,HOWARD,BBT,"Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1478.npy
1_1484,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1484.wav,0,SHELDON,BBT,The big deal is that nobody touches food on my plate.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1484.npy
1_1549,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1549.wav,1,HOWARD,BBT,On a dusty highway just outside Bakersfield. Where do you think? On Mars!,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1549.npy
1_1560,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1560.wav,1,SHELDON,BBT,How nice. Maybe they can carpool when they visit you in federal prison.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1560.npy
1_1627,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1627.wav,0,PERSON,BBT,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1627.npy
1_1638,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1638.wav,1,LEONARD,BBT,The blunt instrument that will be the focus of my murder trial?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1638.npy
1_1666,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1666.wav,0,LEONARD,BBT,Would it work if I just punched you in the face?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1666.npy
1_1678,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1678.wav,0,RAJ,BBT,Answering the question once and for all why Wolowitz bailed out of medical school.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1678.npy
1_1722,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1722.wav,0,SHELDON,BBT,My aunt Marion gave them to me for my 12th birthday.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1722.npy
1_1732,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1732.wav,1,PERSON,BBT,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1732.npy
1_1772,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1772.wav,1,HOWARD,BBT,"""Dave."" Sounds like Leonard's got a new BFF.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1772.npy
1_1798,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1798.wav,1,RAJ,BBT,"If you don't like this stuff, let's go next door and build her a bear.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1798.npy
1_1803,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1803.wav,1,LEONARD,BBT,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1803.npy
1_1931,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1931.wav,1,LEONARD,BBT,Why don't you just lie down on the floor and swim there?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1931.npy
1_1973,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1973.wav,1,PENNY,BBT,I hope I'm a waitress at the Cheesecake Factory for my whole life.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1973.npy
1_1987,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_1987.wav,1,PENNY,BBT,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_1987.npy
1_2075,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2075.wav,0,LEONARD,BBT,There's no hurry. Tell them more about their secret love for each other.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2075.npy
1_2119,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2119.wav,1,PERSON,BBT,"Kind of makes you feel more alive, doesn't it?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2119.npy
1_2198,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2198.wav,1,SHELDON,BBT,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2198.npy
1_2216,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2216.wav,0,LEONARD,BBT,"Excuse me, but what about me? Why don't I get a shot?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2216.npy
1_2354,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2354.wav,1,SHELDON,BBT,"So? Do cocaine smugglers write ""cocaine"" on the box?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2354.npy
1_2361,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2361.wav,0,LEONARD,BBT,Thank you so much for giving me the opportunity to help.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2361.npy
1_2420,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2420.wav,0,LEONARD,BBT,You know this can go on all night. Why don't you just come with us?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2420.npy
1_2423,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2423.wav,0,SHELDON,BBT,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2423.npy
1_2464,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2464.wav,1,PENNY,BBT,"You think ""coffee,"" means coffee. That is so sweet.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2464.npy
1_2575,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2575.wav,0,SHELDON,BBT,"You don't really believe in that superstition, do you?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2575.npy
1_2580,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2580.wav,1,HOWARD,BBT,"Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2580.npy
1_2614,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2614.wav,1,LEONARD,BBT,Hardly a day goes by when I don't think about it.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2614.npy
1_2616,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2616.wav,1,LEONARD,BBT,"Sure, maybe a tableau of me trying to pummel you to death.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2616.npy
1_2664,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2664.wav,0,LEONARD,BBT,"Terrific, it's just that... I don't think Penny wants me to go.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2664.npy
1_2669,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2669.wav,0,LEONARD,BBT,What did you mean when you said you were going to miss me?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2669.npy
1_2778,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2778.wav,1,RAJ,BBT,"Ooh, big talk from a man who was once treed by a chicken.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2778.npy
1_2792,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2792.wav,0,PENNY,BBT,"No, I mean, we can always go back to being friends.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2792.npy
1_2797,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2797.wav,1,SHELDON,BBT,It's an iCal download. She can put it right in her phone.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2797.npy
1_2819,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2819.wav,1,SHELDON,BBT,"You know, I've always wanted to go to a Goth nightclub.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2819.npy
1_2830,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2830.wav,0,RAJ,BBT,"No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2830.npy
1_2837,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2837.wav,0,LEONARD,BBT,"- Chocolate? - No, I don't want any chocolate!",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2837.npy
1_2842,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2842.wav,0,HOWARD,BBT,"Oh, you know, Goth stuff. Goth magazines, Goth music.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2842.npy
1_2853,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_2853.wav,1,SHELDON,BBT,"Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_2853.npy
1_3064,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3064.wav,1,SHELDON,BBT,When I have enough to destroy all the human toast on the Battlestar known as Galactica.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3064.npy
1_3069,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3069.wav,0,SHELDON,BBT,Seems like an awful lot of trouble to go through for intercourse.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3069.npy
1_3125,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3125.wav,1,HOWARD,BBT,"But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3125.npy
1_3177,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3177.wav,0,RAJ,BBT,"Not a great movie, but look at that beautiful desert.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3177.npy
1_3204,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3204.wav,0,RAJ,BBT,Right. That was so good! Sweety and meaty at the same time.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3204.npy
1_3256,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3256.wav,1,PERSON,BBT,"I'm sorry, fiddling with yourself in the bathtub is a real class act.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3256.npy
1_3259,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3259.wav,1,PERSON,BBT,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3259.npy
1_3287,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3287.wav,1,SHELDON,BBT,"Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3287.npy
1_3293,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3293.wav,1,SHELDON,BBT,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3293.npy
1_3333,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3333.wav,0,HOWARD,BBT,"Okay, I got a bone to pick with you.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3333.npy
1_3348,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3348.wav,0,BERNADETTE,BBT,"Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3348.npy
1_3371,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3371.wav,0,PERSON,BBT,"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3371.npy
1_3419,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3419.wav,1,PENNY,BBT,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3419.npy
1_3476,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3476.wav,0,LEONARD,BBT,Don't you think looking for a new city to live in is a bit of an overreaction?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3476.npy
1_3545,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3545.wav,1,HOWARD,BBT,"I understand your point, but given a choice, Jews always go with Chinese food.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3545.npy
1_3573,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3573.wav,1,PENNY,BBT,"Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3573.npy
1_3599,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3599.wav,0,HOWARD,BBT,Why don't you keep that stuff in the bathroom?,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3599.npy
1_3649,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3649.wav,0,PENNY,BBT,"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3649.npy
1_3660,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3660.wav,1,PENNY,BBT,There a new girlfriend in there? 'Cause you might need one.,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3660.npy
1_3707,/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/audio_wav/1_3707.wav,1,LEONARD,BBT,"Oh, I'm so glad you asked it like that. You.",/Users/snealon1/Documents/projects/Sarcasm-Detection/ml/prosodic/data/processed/embeddings/1_3707.npy
